quarter,topic,count,total,share
2022Q3,45,3,346,0.008670520231213872
2022Q4,0,24,309,0.07766990291262135
2022Q4,1,20,309,0.06472491909385113
2022Q4,2,18,309,0.05825242718446602
2022Q4,3,9,309,0.02912621359223301
2022Q4,4,10,309,0.032362459546925564
2022Q4,5,2,309,0.006472491909385114
2022Q4,6,17,309,0.05501618122977346
2022Q4,7,14,309,0.045307443365695796
2022Q4,8,17,309,0.05501618122977346
2022Q4,9,6,309,0.019417475728155338
2022Q4,10,7,309,0.022653721682847898
2022Q4,11,7,309,0.022653721682847898
2022Q4,12,10,309,0.032362459546925564
2022Q4,13,5,309,0.016181229773462782
2022Q4,14,6,309,0.019417475728155338
2022Q4,15,9,309,0.02912621359223301
2022Q4,16,6,309,0.019417475728155338
2022Q4,17,8,309,0.025889967637540454
2022Q4,18,5,309,0.016181229773462782
2022Q4,19,4,309,0.012944983818770227
2022Q4,20,12,309,0.038834951456310676
